text,label
"Badan terasa muntah disertai kulit menguning, sakit perut, perut membengkak, perut kembung, riwayat konsumsi alkohol, kelebihan cairan",Hepatitis Alkoholik
"Keluhan utama: lemas, perubahan suasana hati, berat badan turun, gelisah, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
"Dok, saya merasa menggigil dan batuk berdarah",TBC (Tuberkulosis)
Gejala yang dialami: muntah serta demam tinggi,Malaria
"Keluhan utama: muntah, mata cekung, diare",Gastroenteritis (Muntaber)
"Pasien mengeluh bersin terus menerus, menggigil, lemas, batuk, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman dan nyeri otot",ISPA/Influenza
Gejala yang dialami: nyeri sendi serta muntah,Hepatitis D
"Badan terasa nyeri sendi disertai sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak, sakit saat berjalan",Osteoartritis
"Badan terasa asam lambung naik disertai gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah, gangguan pengelihatan",Migrain
Gejala yang dialami: itching serta muntah,Penyakit Kuning
"Dok, saya merasa menggigil dan dahak berwarna karat",Pneumonia (Radang Paru)
"Pasien mengeluh muntah, sesak napas, berkeringat dan sakit dada",Serangan Jantung
Gejala yang dialami: sembelit serta sakit saat buang air besar,Wasir/Ambeien
"Keluhan utama: sakit perut, asam lambung naik, muntah, batuk, sakit dada",GERD (Asam Lambung)
"Pasien mengeluh itching, muntah, lemas, berat badan turun, kulit menguning, urine berwarna gelap dan sakit perut",Penyakit Kuning
"Badan terasa nyeri sendi disertai muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Dok, saya merasa menggigil dan nyeri otot",ISPA/Influenza
"Saya mengalami muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot",Malaria
"Saya mengalami lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Saya mengalami menggigil, muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Pasien mengeluh menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sakit perut, diare, wajah pucat sakit dan sakit perut",Tifush (Demam Tifoid)
"Keluhan utama: pengecilan otot, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Keluhan utama: sembelit, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Dok, saya merasa menggigil dan bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Keluhan utama: bersin terus menerus, menggigil, menggigil, mata berair",Alergi
"Saya mengalami nyeri sendi, muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Keluhan utama: muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Badan terasa menggigil disertai muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
Gejala yang dialami: rasa terbakar saat buang air kecil serta bau urine menyengat,Infeksi Saluran Kemih
"Dok, saya merasa lemah otot dan sakit saat berjalan",Radang Sendi
"Pasien mengeluh sakit perut, asam lambung naik, sariawan di lidah, muntah dan sakit dada",GERD (Asam Lambung)
"Saya mengalami lemas, kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Dok, saya merasa ruam kulit dan bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Pasien mengeluh itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil dan spotting  urination",Reaksi Obat/Alergi
"Pasien mengeluh leher kaku, sendi bengkak, kaku saat bergerak dan sakit saat berjalan",Radang Sendi
"Badan terasa muntah disertai gangguan pencernaan, hilang nafsu makan, sering buang gas, gatal di dalam",Gastritis (Maag)
"Keluhan utama: ruam kulit, jerawat bernanah, komedo, luka gores",Jerawat
"Keluhan utama: asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, gangguan pengelihatan",Migrain
"Badan terasa nyeri sendi disertai muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Pasien mengeluh muntah, lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah dan jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Pasien mengeluh nyeri sendi, sakit leher, nyeri sendi panggul, sendi bengkak dan sakit saat berjalan",Osteoartritis
"Dok, saya merasa muntah dan sakit dada",Serangan Jantung
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
Gejala yang dialami: muntah serta sakit kepala,Kelumpuhan (Pendarahan Otak)
"Saya mengalami rasa terbakar saat buang air kecil, tidak nyaman di kandung kemih, bau urine menyengat",Infeksi Saluran Kemih
"Saya mengalami nyeri sendi, muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Keluhan utama: ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung, cairan kuning mengeras",Impetigo
"Pasien mengeluh lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah dan haid tidak normal",Hipotiroid
"Keluhan utama: sakit punggung, lemah anggota gerak, sakit leher, pusing",Saraf Leher Terjepit
"Badan terasa muntah disertai kulit menguning, sakit perut, perut membengkak, perut kembung, riwayat konsumsi alkohol, kelebihan cairan",Hepatitis Alkoholik
Gejala yang dialami: bersin terus menerus serta menggigil,Alergi
"Dok, saya merasa itching dan menerima suntikan tidak steril",Hepatitis B
"Pasien mengeluh asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, depresi, mudah marah dan gangguan pengelihatan",Migrain
"Badan terasa pengecilan otot disertai bercak di tenggorokan, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Dok, saya merasa nyeri sendi dan nyeri otot",hepatitis A
"Keluhan utama: lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
Gejala yang dialami: nyeri sendi serta muntah,Hepatitis D
Gejala yang dialami: itching serta lemas,Hepatitis B
"Dok, saya merasa sakit kepala dan sulit berkonsentrasi",Hypertension
"Pasien mengeluh sakit kepala, pusing, hilang keseimbangan dan sulit berkonsentrasi",Hypertension
"Dok, saya merasa nyeri sendi dan pendarahan lambung",Hepatitis E
"Dok, saya merasa ruam kulit dan bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Keluhan utama: sakit perut, asam lambung naik, sariawan di lidah, muntah, batuk, sakit dada",GERD (Asam Lambung)
"Keluhan utama: muntah, sesak napas, sakit dada",Serangan Jantung
"Badan terasa asam lambung naik disertai gangguan pencernaan, sakit kepala, penglihatan kabur, leher kaku, depresi, mudah marah, gangguan pengelihatan",Migrain
"Pasien mengeluh muntah, sakit kepala, mual, berputar-putar, hilang keseimbangan dan tidak stabil",Vertigo
"Keluhan utama: menggigil, muntah, demam tinggi, sakit kepala, mual, diare, nyeri otot",Malaria
"Pasien mengeluh lemas, kulit menguning, hilang nafsu makan, mata menguning dan riwayat keluarga",Hepatitis C
"Dok, saya merasa menggigil dan nyeri otot",Malaria
"Dok, saya merasa sakit perut dan sakit dada",GERD (Asam Lambung)
"Pasien mengeluh ruam kulit, jerawat bernanah, komedo dan luka gores",Jerawat
"Badan terasa rasa terbakar saat buang air kecil disertai tidak nyaman di kandung kemih, bau urine menyengat",Infeksi Saluran Kemih
"Saya mengalami lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Saya mengalami ruam kulit, benjolan merah di kulit, dischromic  patches",Infeksi Jamur
Gejala yang dialami: itching serta muntah,Penyakit Kuning
"Keluhan utama: lemas, perubahan suasana hati, berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
"Saya mengalami lemas, batuk, demam tinggi, sesak napas, riwayat keluarga, dahak berlendir",Asma Bronkial
"Badan terasa lemas disertai perubahan suasana hati, berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
"Dok, saya merasa menggigil dan nyeri otot",Malaria
"Keluhan utama: itching, lemas, lesu, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, urine kuning pekat, mata menguning, tidak enak badan, menerima transfusi darah, menerima suntikan tidak steril",Hepatitis B
"Pasien mengeluh rasa terbakar saat buang air kecil, tidak nyaman di kandung kemih, bau urine menyengat dan rasa ingin pipis terus",Infeksi Saluran Kemih
"Badan terasa menggigil disertai muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Keluhan utama: pengecilan otot, bercak di tenggorokan, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Saya mengalami muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Badan terasa lemas disertai berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Dok, saya merasa menggigil dan batuk berdarah",TBC (Tuberkulosis)
"Keluhan utama: muntah, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Badan terasa nyeri sendi disertai kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Keluhan utama: sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Badan terasa muntah disertai gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Pasien mengeluh itching, ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan dan bintik merah di seluruh tubuh",Cacar Air
Gejala yang dialami: nyeri sendi serta kulit menguning,hepatitis A
"Keluhan utama: nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Badan terasa lemas disertai berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Pasien mengeluh sakit punggung, lemah anggota gerak, sakit leher dan pusing",Saraf Leher Terjepit
"Keluhan utama: lemas, kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Pasien mengeluh nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut dan mata menguning",Hepatitis D
"Saya mengalami muntah, kulit menguning, sakit perut, perut membengkak, perut kembung, riwayat konsumsi alkohol, kelebihan cairan",Hepatitis Alkoholik
"Pasien mengeluh pengecilan otot, bercak di tenggorokan, demam tinggi dan kontak seksual berisiko",HIV/AIDS
Gejala yang dialami: asam lambung naik serta gangguan pencernaan,Migrain
"Saya mengalami lemas, kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Saya mengalami lemah otot, leher kaku, sendi bengkak, sakit saat berjalan",Radang Sendi
"Saya mengalami nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak, sakit saat berjalan",Osteoartritis
Gejala yang dialami: muntah serta gangguan pencernaan,Gastritis (Maag)
"Pasien mengeluh muntah, kulit menguning, sakit perut, perut membengkak, perut kembung, riwayat konsumsi alkohol dan kelebihan cairan",Hepatitis Alkoholik
"Badan terasa itching disertai ruam kulit, dischromic  patches",Infeksi Jamur
"Saya mengalami ruam kulit, melepuh, luka merah di sekitar hidung, cairan kuning mengeras",Impetigo
"Dok, saya merasa itching dan spotting  urination",Reaksi Obat/Alergi
"Dok, saya merasa pengecilan otot dan kontak seksual berisiko",HIV/AIDS
"Pasien mengeluh itching, ruam kulit, lemas, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan dan bintik merah di seluruh tubuh",Cacar Air
"Badan terasa bersin terus menerus disertai menggigil, menggigil, mata berair",Alergi
"Saya mengalami sakit punggung, lemah anggota gerak, sakit leher, pusing, hilang keseimbangan",Saraf Leher Terjepit
"Saya mengalami asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah, gangguan pengelihatan",Migrain
"Dok, saya merasa muntah dan kesadaran berubah",Kelumpuhan (Pendarahan Otak)
"Pasien mengeluh lemas, perubahan suasana hati, berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah dan haid tidak normal",Hipertiroid
"Saya mengalami ruam kulit, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
"Keluhan utama: sakit kepala, mual, berputar-putar, hilang keseimbangan, tidak stabil",Vertigo
Gejala yang dialami: muntah serta sesak napas,Serangan Jantung
Gejala yang dialami: nyeri sendi serta sakit leher,Osteoartritis
Gejala yang dialami: menggigil serta muntah,Tifush (Demam Tifoid)
"Saya mengalami menggigil, lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
Gejala yang dialami: lemas serta kram,Varises
"Saya mengalami lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Saya mengalami itching, muntah, kulit menguning, mual, hilang nafsu makan, sakit perut, mata menguning",Kolestasis Kronis
"Dok, saya merasa muntah dan gatal di dalam",Gastritis (Maag)
Gejala yang dialami: muntah serta kulit menguning,Hepatitis Alkoholik
"Saya mengalami itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Dok, saya merasa bersin terus menerus dan mata berair",Alergi
Gejala yang dialami: itching serta ruam kulit,Reaksi Obat/Alergi
"Dok, saya merasa pengecilan otot dan kontak seksual berisiko",HIV/AIDS
"Pasien mengeluh muntah, sesak napas, berkeringat dan sakit dada",Serangan Jantung
"Dok, saya merasa nyeri sendi dan nyeri otot",hepatitis A
"Saya mengalami rasa terbakar saat buang air kecil, bau urine menyengat, rasa ingin pipis terus",Infeksi Saluran Kemih
Gejala yang dialami: bersin terus menerus serta menggigil,Alergi
"Pasien mengeluh sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah dan iritasi di anus",Wasir/Ambeien
"Pasien mengeluh itching, muntah, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap dan sakit perut",Penyakit Kuning
"Dok, saya merasa lemas dan dahak berlendir",Asma Bronkial
"Dok, saya merasa lemas dan dahak berlendir",Asma Bronkial
"Saya mengalami nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak, sakit saat berjalan",Osteoartritis
Gejala yang dialami: sakit punggung serta sakit leher,Saraf Leher Terjepit
"Pasien mengeluh menggigil, muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada dan batuk berdarah",TBC (Tuberkulosis)
"Badan terasa lemas disertai kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Saya mengalami lemas, perubahan suasana hati, berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
